Status,Sample File,Sample Name,Comments,Analysis Method,Panel,Size Standard,Run Name,REF,SQI,SFNF,SQ,UD1,UD2,UD3,Plate,Lane, Well,Marker,Allele 1,Allele 2,Allele 3,Allele 4,Allele 5,Allele 6,Size 1,Size 2,Size 3,Size 4,Size 5,Size 6
FALSE,Box3-A8-KNK_05-3_D23.fsa,Box3-A8-KNK_05-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,762_,B02,090_,Apple2019_Box5-6_Plate1-2_PM1r,94,D23,GD_142,151,157,,,,,150.64,156.93,,,,
FALSE,Box1-I2-MRD_T3_D24.fsa,Box1-I2-MRD_T3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,666_,B01,090_,Apple2019_Box5-6_Plate1-2_PM1r,94,D24,GD_142,153,153,,,,,152.73,152.73,,,,
FALSE,PI_590185-12_Jon_E03.fsa,PI_590185-12_Jon,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,395_,A01,011_,Apple2019_Box5-6_Plate1-2_PM1r,12,E03,GD_142,146,163,,,,,146.3,163.11,,,,
FALSE,PI_247021-04_Coxs_E08.fsa,PI_247021-04_Coxs,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,507_,A02,027_,Apple2019_Box5-6_Plate1-2_PM1r,28,E08,GD_142,151,153,,,,,150.47,152.6,,,,
FALSE,UWY_42_Dutchess_E10.fsa,UWY_42_Dutchess,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,515_,A02,035_,Apple2019_Box5-6_Plate1-2_PM1r,43,E10,GD_142,135,137,,,,,135.05,137.16,,,,
FALSE,PI_589060_07_Vandevere_E17.fsa,PI_589060_07_Vandevere,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,451_,A01,067_,Apple2019_Box5-6_Plate1-2_PM1r,75,E17,GD_142,137,151,,,,,137.29,150.83,,,,
FALSE,Box3-A9-KN_19-06_F01.fsa,Box3-A9-KN_19-06,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,675_,B02,003_,Apple2019_Box5-6_Plate1-2_PM1r,11,F01,GD_142,,,,,,,,,,,,
FALSE,Box1-I3-KN_12-09_F02.fsa,Box1-I3-KN_12-09,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,579_,B01,003_,Apple2019_Box5-6_Plate1-2_PM1r,11,F02,GD_142,144,153,,,,,143.84,152.67,,,,
FALSE,Box3-B1-KNK_05-11_F03.fsa,Box3-B1-KNK_05-11,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,683_,B02,011_,Apple2019_Box5-6_Plate1-2_PM1r,12,F03,GD_142,153,157,,,,,152.69,156.79,,,,
FALSE,Box1-I4-LH_T2_F04.fsa,Box1-I4-LH_T2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,587_,B01,011_,Apple2019_Box5-6_Plate1-2_PM1r,12,F04,GD_142,146,153,,,,,146.13,152.62,,,,
FALSE,Box3-B2-PR_23-12_F05.fsa,Box3-B2-PR_23-12,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,691_,B02,019_,Apple2019_Box5-6_Plate1-2_PM1r,27,F05,GD_142,153,153,,,,,153.06,153.06,,,,
FALSE,Box1-I5-KN_12-16_F06.fsa,Box1-I5-KN_12-16,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,595_,B01,019_,Apple2019_Box5-6_Plate1-2_PM1r,27,F06,GD_142,144,153,,,,,143.83,152.6,,,,
FALSE,Box3-B3-PR_16-9_F07.fsa,Box3-B3-PR_16-9,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,699_,B02,027_,Apple2019_Box5-6_Plate1-2_PM1r,28,F07,GD_142,144,144,,,,,143.73,143.73,,,,
FALSE,Box1-I6-KN_12-33_F08.fsa,Box1-I6-KN_12-33,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,603_,B01,027_,Apple2019_Box5-6_Plate1-2_PM1r,28,F08,GD_142,,,,,,,,,,,,
FALSE,Box3-B4-PR_23-7_F09.fsa,Box3-B4-PR_23-7,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,707_,B02,035_,Apple2019_Box5-6_Plate1-2_PM1r,43,F09,GD_142,151,153,,,,,150.47,152.53,,,,
FALSE,Box1-I7-KN_12-18_F10.fsa,Box1-I7-KN_12-18,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,611_,B01,035_,Apple2019_Box5-6_Plate1-2_PM1r,43,F10,GD_142,137,165,,,,,137.14,164.84,,,,
FALSE,Box3-B5-KN_19-15_F11.fsa,Box3-B5-KN_19-15,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,715_,B02,043_,Apple2019_Box5-6_Plate1-2_PM1r,44,F11,GD_142,144,153,,,,,143.78,152.6,,,,
FALSE,Box1-I8-KL_26-1_F12.fsa,Box1-I8-KL_26-1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,619_,B01,043_,Apple2019_Box5-6_Plate1-2_PM1r,44,F12,GD_142,135,144,,,,,135.01,143.78,,,,
FALSE,Box3-B6-KN_19-24_F13.fsa,Box3-B6-KN_19-24,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,723_,B02,051_,Apple2019_Box5-6_Plate1-2_PM1r,59,F13,GD_142,144,157,,,,,143.78,156.7,,,,
FALSE,Box1-I9-KN_5-1P_F14.fsa,Box1-I9-KN_5-1P,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,627_,B01,051_,Apple2019_Box5-6_Plate1-2_PM1r,59,F14,GD_142,117,135,144,151,,,117.27,135.01,143.88,150.56,,
FALSE,Box3-B7-KL_12-3_F15.fsa,Box3-B7-KL_12-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,731_,B02,059_,Apple2019_Box5-6_Plate1-2_PM1r,60,F15,GD_142,157,165,,,,,156.85,164.92,,,,
FALSE,Box2-A1-KL_12-6_F16.fsa,Box2-A1-KL_12-6,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,635_,B01,059_,Apple2019_Box5-6_Plate1-2_PM1r,60,F16,GD_142,135,144,,,,,135.11,143.78,,,,
FALSE,Box3-B8-RA_11-8_F17.fsa,Box3-B8-RA_11-8,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,739_,B02,067_,Apple2019_Box5-6_Plate1-2_PM1r,75,F17,GD_142,151,153,,,,,150.56,152.69,,,,
FALSE,Box2-A2-RA_01-2_F18.fsa,Box2-A2-RA_01-2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,643_,B01,067_,Apple2019_Box5-6_Plate1-2_PM1r,75,F18,GD_142,135,165,,,,,135.03,164.99,,,,
FALSE,Box3-B9-RA_18-1_F19.fsa,Box3-B9-RA_18-1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,747_,B02,075_,Apple2019_Box5-6_Plate1-2_PM1r,76,F19,GD_142,135,144,,,,,135.09,143.78,,,,
FALSE,Box2-A3-KN_19-18_F20.fsa,Box2-A3-KN_19-18,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,651_,B01,075_,Apple2019_Box5-6_Plate1-2_PM1r,76,F20,GD_142,131,165,,,,,130.91,164.93,,,,
FALSE,Box3-C1-KL_28-7_F21.fsa,Box3-C1-KL_28-7,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,755_,B02,083_,Apple2019_Box5-6_Plate1-2_PM1r,91,F21,GD_142,146,163,,,,,146.19,162.99,,,,
FALSE,Box2-A4-RA_25-8_F22.fsa,Box2-A4-RA_25-8,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,659_,B01,083_,Apple2019_Box5-6_Plate1-2_PM1r,91,F22,GD_142,131,153,,,,,130.96,152.78,,,,
FALSE,Box3-C2-KN_12-1_F23.fsa,Box3-C2-KN_12-1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,763_,B02,091_,Apple2019_Box5-6_Plate1-2_PM1r,92,F23,GD_142,131,157,,,,,131.03,156.9,,,,
FALSE,Box2-A5-KN_19-13_F24.fsa,Box2-A5-KN_19-13,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,667_,B01,091_,Apple2019_Box5-6_Plate1-2_PM1r,92,F24,GD_142,146,151,,,,,146.19,150.65,,,,
FALSE,PI_247021-04_Coxs_G03.fsa,PI_247021-04_Coxs,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,396_,A01,012_,Apple2019_Box5-6_Plate1-2_PM1r,10,G03,GD_142,151,153,,,,,150.73,152.89,,,,
FALSE,PI_588850-11_RBL_G08.fsa,PI_588850-11_RBL,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,508_,A02,028_,Apple2019_Box5-6_Plate1-2_PM1r,26,G08,GD_142,144,151,,,,,143.83,150.47,,,,
FALSE,PI_589593_06_BlenheimOrange_G17.fsa,PI_589593_06_BlenheimOrange,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,452_,A01,068_,Apple2019_Box5-6_Plate1-2_PM1r,73,G17,GD_142,137,144,,,,,137.2,144.14,,,,
FALSE,Box3-C3-RA_18-6_H01.fsa,Box3-C3-RA_18-6,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,676_,B02,004_,Apple2019_Box5-6_Plate1-2_PM1r,9,H01,GD_142,144,165,,,,,143.88,165.03,,,,
FALSE,Box2-A6-RA_25-9_H02.fsa,Box2-A6-RA_25-9,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,580_,B01,004_,Apple2019_Box5-6_Plate1-2_PM1r,9,H02,GD_142,151,165,,,,,150.56,165.04,,,,
FALSE,Box3-C4-PR_30-13_H03.fsa,Box3-C4-PR_30-13,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,684_,B02,012_,Apple2019_Box5-6_Plate1-2_PM1r,10,H03,GD_142,144,157,,,,,143.73,156.76,,,,
FALSE,Box2-A7-RA_25-4_H04.fsa,Box2-A7-RA_25-4,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,588_,B01,012_,Apple2019_Box5-6_Plate1-2_PM1r,10,H04,GD_142,153,153,,,,,153.06,153.06,,,,
FALSE,Box3-C5-KN_26-02_H05.fsa,Box3-C5-KN_26-02,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,692_,B02,020_,Apple2019_Box5-6_Plate1-2_PM1r,25,H05,GD_142,153,153,,,,,152.62,152.62,,,,
FALSE,Box2-A8-KNK_5-8_H06.fsa,Box2-A8-KNK_5-8,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,596_,B01,020_,Apple2019_Box5-6_Plate1-2_PM1r,25,H06,GD_142,144,146,,,,,143.83,146.13,,,,
FALSE,Box3-C6-KN_19-33_H07.fsa,Box3-C6-KN_19-33,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,700_,B02,028_,Apple2019_Box5-6_Plate1-2_PM1r,26,H07,GD_142,144,157,,,,,143.78,156.7,,,,
FALSE,Box2-A9-KNK_5-2_H08.fsa,Box2-A9-KNK_5-2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,604_,B01,028_,Apple2019_Box5-6_Plate1-2_PM1r,26,H08,GD_142,,,,,,,,,,,,
FALSE,Box3-C7-RA_25-11_H09.fsa,Box3-C7-RA_25-11,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,708_,B02,036_,Apple2019_Box5-6_Plate1-2_PM1r,41,H09,GD_142,153,153,,,,,152.62,152.62,,,,
FALSE,Box2-B1-KN_12-29_H10.fsa,Box2-B1-KN_12-29,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,612_,B01,036_,Apple2019_Box5-6_Plate1-2_PM1r,41,H10,GD_142,144,165,,,,,143.88,164.93,,,,
FALSE,Box3-C8-PR_30-18_H11.fsa,Box3-C8-PR_30-18,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,716_,B02,044_,Apple2019_Box5-6_Plate1-2_PM1r,42,H11,GD_142,137,144,,,,,137.14,143.77,,,,
FALSE,Box2-B2-KN_12-7_H12.fsa,Box2-B2-KN_12-7,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,620_,B01,044_,Apple2019_Box5-6_Plate1-2_PM1r,42,H12,GD_142,131,153,,,,,130.9,152.53,,,,
FALSE,Box3-C9-KN_12-28_H13.fsa,Box3-C9-KN_12-28,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,724_,B02,052_,Apple2019_Box5-6_Plate1-2_PM1r,57,H13,GD_142,144,144,,,,,143.78,143.78,,,,
FALSE,Box2-B3-KN_12-8_H14.fsa,Box2-B3-KN_12-8,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,628_,B01,052_,Apple2019_Box5-6_Plate1-2_PM1r,57,H14,GD_142,131,153,,,,,130.92,152.63,,,,
FALSE,Box3-D1-RA_18-3_H15.fsa,Box3-D1-RA_18-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,732_,B02,060_,Apple2019_Box5-6_Plate1-2_PM1r,58,H15,GD_142,135,137,,,,,135.09,137.13,,,,
FALSE,Box2-B4-RA_25-3_H16.fsa,Box2-B4-RA_25-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,636_,B01,060_,Apple2019_Box5-6_Plate1-2_PM1r,58,H16,GD_142,153,153,,,,,153,153,,,,
FALSE,Box3-D2-KN_26-01_H17.fsa,Box3-D2-KN_26-01,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,740_,B02,068_,Apple2019_Box5-6_Plate1-2_PM1r,73,H17,GD_142,146,163,,,,,146.13,162.84,,,,
FALSE,Box2-B5-PR_16-10_H18.fsa,Box2-B5-PR_16-10,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,644_,B01,068_,Apple2019_Box5-6_Plate1-2_PM1r,73,H18,GD_142,144,151,,,,,143.83,150.56,,,,
FALSE,Box3-D3-KN_12-06_H19.fsa,Box3-D3-KN_12-06,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,748_,B02,076_,Apple2019_Box5-6_Plate1-2_PM1r,74,H19,GD_142,137,146,,,,,137.16,146.06,,,,
FALSE,Box2-B6-RA_01-10_H20.fsa,Box2-B6-RA_01-10,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,652_,B01,076_,Apple2019_Box5-6_Plate1-2_PM1r,74,H20,GD_142,137,146,,,,,137.16,146.13,,,,
FALSE,Box3-D4-KL_28-6_H21.fsa,Box3-D4-KL_28-6,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,756_,B02,084_,Apple2019_Box5-6_Plate1-2_PM1r,89,H21,GD_142,153,153,,,,,152.76,152.76,,,,
FALSE,Box2-B7-RA_25-15_H22.fsa,Box2-B7-RA_25-15,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,660_,B01,084_,Apple2019_Box5-6_Plate1-2_PM1r,89,H22,GD_142,144,146,,,,,143.79,146.17,,,,
FALSE,Box3-D5-KL_28-3_H23.fsa,Box3-D5-KL_28-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,764_,B02,092_,Apple2019_Box5-6_Plate1-2_PM1r,90,H23,GD_142,146,153,,,,,146.2,152.73,,,,
FALSE,Box2-B8-RA_25-10_H24.fsa,Box2-B8-RA_25-10,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,668_,B01,092_,Apple2019_Box5-6_Plate1-2_PM1r,90,H24,GD_142,137,153,,,,,137.2,152.73,,,,
FALSE,PI_588850-11_RBL_I03.fsa,PI_588850-11_RBL,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,397_,A01,013_,Apple2019_Box5-6_Plate1-2_PM1r,8,I03,GD_142,144,151,,,,,144.15,150.81,,,,
FALSE,PI_588817-05_McR_I08.fsa,PI_588817-05_McR,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,509_,A02,029_,Apple2019_Box5-6_Plate1-2_PM1r,24,I08,GD_142,144,146,,,,,143.83,146.13,,,,
FALSE,Box3-D6-KL_28-1_J01.fsa,Box3-D6-KL_28-1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,677_,B02,005_,Apple2019_Box5-6_Plate1-2_PM1r,7,J01,GD_142,137,153,,,,,137.18,152.69,,,,
FALSE,Box2-B9-RA_25-21_J02.fsa,Box2-B9-RA_25-21,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,581_,B01,005_,Apple2019_Box5-6_Plate1-2_PM1r,7,J02,GD_142,135,157,,,,,135.09,156.87,,,,
FALSE,Box3-D7-KN_12-34_J03.fsa,Box3-D7-KN_12-34,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,685_,B02,013_,Apple2019_Box5-6_Plate1-2_PM1r,8,J03,GD_142,137,144,,,,,137.17,143.83,,,,
FALSE,Box2-C1-PR_23-10_J04.fsa,Box2-C1-PR_23-10,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,589_,B01,013_,Apple2019_Box5-6_Plate1-2_PM1r,8,J04,GD_142,131,146,,,,,131,146.16,,,,
FALSE,Box3-D8-RA_11-3_J05.fsa,Box3-D8-RA_11-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,693_,B02,021_,Apple2019_Box5-6_Plate1-2_PM1r,23,J05,GD_142,137,146,,,,,137.16,146.13,,,,
FALSE,Box2-C2-PR_23-11_J06.fsa,Box2-C2-PR_23-11,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,597_,B01,021_,Apple2019_Box5-6_Plate1-2_PM1r,23,J06,GD_142,153,157,,,,,152.6,156.79,,,,
FALSE,Box3-D9-KN_19-36_J07.fsa,Box3-D9-KN_19-36,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,701_,B02,029_,Apple2019_Box5-6_Plate1-2_PM1r,24,J07,GD_142,144,157,,,,,143.73,156.66,,,,
FALSE,Box2-C3-RA_25-14_J08.fsa,Box2-C3-RA_25-14,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,605_,B01,029_,Apple2019_Box5-6_Plate1-2_PM1r,24,J08,GD_142,148,153,,,,,148.32,152.52,,,,
FALSE,Box3-E1-KL_19-1_J09.fsa,Box3-E1-KL_19-1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,709_,B02,037_,Apple2019_Box5-6_Plate1-2_PM1r,39,J09,GD_142,131,153,,,,,131,152.71,,,,
FALSE,Box2-C4-KNK_05-4_J10.fsa,Box2-C4-KNK_05-4,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,613_,B01,037_,Apple2019_Box5-6_Plate1-2_PM1r,39,J10,GD_142,144,151,,,,,143.88,150.56,,,,
FALSE,Box3-E2-RA_18-10_J11.fsa,Box3-E2-RA_18-10,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,717_,B02,045_,Apple2019_Box5-6_Plate1-2_PM1r,40,J11,GD_142,144,153,,,,,143.78,152.99,,,,
FALSE,Box2-C5-PR_16-4_J12.fsa,Box2-C5-PR_16-4,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,621_,B01,045_,Apple2019_Box5-6_Plate1-2_PM1r,40,J12,GD_142,151,157,,,,,150.47,156.76,,,,
FALSE,Box3-E3-RA_18-8_J13.fsa,Box3-E3-RA_18-8,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,725_,B02,053_,Apple2019_Box5-6_Plate1-2_PM1r,55,J13,GD_142,144,165,,,,,143.78,165,,,,
FALSE,Box2-C6-PR_16-3_J14.fsa,Box2-C6-PR_16-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,629_,B01,053_,Apple2019_Box5-6_Plate1-2_PM1r,55,J14,GD_142,144,153,,,,,143.88,152.62,,,,
FALSE,Box3-E4-KL_28-2_J15.fsa,Box3-E4-KL_28-2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,733_,B02,061_,Apple2019_Box5-6_Plate1-2_PM1r,56,J15,GD_142,137,153,,,,,137.04,152.53,,,,
FALSE,Box2-C7-RA_01-9_J16.fsa,Box2-C7-RA_01-9,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,637_,B01,061_,Apple2019_Box5-6_Plate1-2_PM1r,56,J16,GD_142,144,157,,,,,143.72,156.67,,,,
